lncRNA ,disease,lncRNA ,disease,yucelabel,0_gailv,1_gailv,,PMID
395,1360,NNT-AS1,Squamous Cell Carcinoma of Head and Neck,1,0.008696556,0.991303444,,
163,1361,H19,"Carcinoma, Basal Cell",1,0.101498008,0.898501992,,
355,1361,MALAT1,"Carcinoma, Basal Cell",1,0.144418657,0.855581343,,
360,1361,MEG3,"Carcinoma, Basal Cell",1,0.174839675,0.825160325,,
178,1361,HOTAIR,"Carcinoma, Basal Cell",1,0.275623858,0.724376142,,
421,1361,PICSAR,"Carcinoma, Basal Cell",1,0.301723421,0.698276579,,
140,1361,FMR6,"Carcinoma, Basal Cell",1,0.322449684,0.677550316,,
410,1361,PCA3,"Carcinoma, Basal Cell",1,0.364870846,0.635129154,,
99,1361,DAOA-AS1,"Carcinoma, Basal Cell",1,0.377147615,0.622852385,,
437,1361,RMST,"Carcinoma, Basal Cell",1,0.377160609,0.622839391,,
58,1361,BALR-2,"Carcinoma, Basal Cell",1,0.383280456,0.616719544,,
432,1361,PVT1,"Carcinoma, Basal Cell",1,0.390402317,0.609597683,,
363,1361,MIAT,"Carcinoma, Basal Cell",1,0.397256136,0.602743864,,
189,1361,IFNG-AS1,"Carcinoma, Basal Cell",1,0.403817356,0.596182644,,
786,1361,SOX2,"Carcinoma, Basal Cell",1,0.423998296,0.576001704,,
391,1361,NEAT1,"Carcinoma, Basal Cell",1,0.442917109,0.557082891,,
711,1362,PCAT-1,Endometrial Neoplasms,1,0.021145165,0.978854835,,
538,1362,HOXD-AS1,Endometrial Neoplasms,1,0.022317588,0.977682412,,
135,1362,FEZF1-AS1,Endometrial Neoplasms,1,0.023928881,0.976071119,,
53,1362,ATB,Endometrial Neoplasms,1,0.025092423,0.974907577,,
353,1362,LUCAT1,Endometrial Neoplasms,1,0.025479496,0.974520504,,
792,1362,SPRY4-IT1,Endometrial Neoplasms,1,0.027416766,0.972583234,,
177,1362,HNF1A-AS1,Endometrial Neoplasms,1,0.028421044,0.971578956,,
418,1362,PCNA-AS1,Endometrial Neoplasms,1,0.029460669,0.970539331,,
504,1362,FAL1,Endometrial Neoplasms,1,0.029498875,0.970501125,,
788,1362,SOX2OT,Endometrial Neoplasms,1,0.03058821,0.96941179,,
94,1362,CRNDE,Endometrial Neoplasms,1,0.030902922,0.969097078,,
324,1362,lncRNA-ATB,Endometrial Neoplasms,1,0.032798648,0.967201352,,
626,1362,LINC-UFC1,Endometrial Neoplasms,1,0.03405416,0.96594584,,
60,1362,BCAR4,Endometrial Neoplasms,1,0.034282684,0.965717316,,
408,1362,PANDAR,Endometrial Neoplasms,1,0.034347951,0.965652049,,
163,1363,H19,Carcinoma,1,0.150852382,0.849147618,,
355,1363,MALAT1,Carcinoma,1,0.168627977,0.831372023,,
360,1363,MEG3,Carcinoma,1,0.178051293,0.821948707,,
421,1363,PICSAR,Carcinoma,1,0.180051208,0.819948792,,
87,1363,CDKN2B-AS1,Carcinoma,1,0.217595756,0.782404244,,
391,1363,NEAT1,Carcinoma,1,0.33352232,0.66647768,,
363,1363,MIAT,Carcinoma,1,0.334135354,0.665864646,,
178,1363,HOTAIR,Carcinoma,1,0.338193059,0.661806941,,
169,1363,HAR1B,Carcinoma,1,0.358682215,0.641317785,,
432,1363,PVT1,Carcinoma,1,0.379620194,0.620379806,,
105,1363,DISC2,Carcinoma,1,0.400145113,0.599854887,,
62,1363,BDNF-AS,Carcinoma,1,0.431639194,0.568360806,,
58,1363,BALR-2,Carcinoma,1,0.487125337,0.512874663,,
139,1363,FMR5,Carcinoma,1,0.496173203,0.503826797,,
425,1363,PRINS,Carcinoma,0,0.506566823,0.493433177,,
163,1364,H19,Inflammatory Bowel Diseases,1,0.051082492,0.948917508,,
355,1364,MALAT1,Inflammatory Bowel Diseases,1,0.079202414,0.920797586,,
421,1364,PICSAR,Inflammatory Bowel Diseases,1,0.08140254,0.91859746,,
410,1364,PCA3,Inflammatory Bowel Diseases,1,0.100470304,0.899529696,,
360,1364,MEG3,Inflammatory Bowel Diseases,1,0.115497828,0.884502172,,
391,1364,NEAT1,Inflammatory Bowel Diseases,1,0.126303256,0.873696744,,
432,1364,PVT1,Inflammatory Bowel Diseases,1,0.157292843,0.842707157,,
376,1364,MIR99AHG,Inflammatory Bowel Diseases,1,0.160277545,0.839722455,,
87,1364,CDKN2B-AS1,Inflammatory Bowel Diseases,1,0.162677348,0.837322652,,
316,1364,lnc-DC,Inflammatory Bowel Diseases,1,0.167917728,0.832082272,,
396,1364,NONRATT021972,Inflammatory Bowel Diseases,1,0.1698668,0.8301332,,
178,1364,HOTAIR,Inflammatory Bowel Diseases,1,0.173507929,0.826492071,,
363,1364,MIAT,Inflammatory Bowel Diseases,1,0.179810107,0.820189893,,
158,1364,GFRA1,Inflammatory Bowel Diseases,1,0.188994467,0.811005533,,
58,1364,BALR-2,Inflammatory Bowel Diseases,1,0.201901078,0.798098922,,
391,1365,NEAT1,Prostate,1,0.052237928,0.947762072,,
432,1365,PVT1,Prostate,1,0.069148123,0.930851877,,
94,1365,CRNDE,Prostate,1,0.070218027,0.929781973,,
830,1365,UCA1,Prostate,1,0.071097612,0.928902388,,
458,1365,ANRIL,Prostate,1,0.077540159,0.922459841,,
178,1365,HOTAIR,Prostate,1,0.087343216,0.912656784,,
363,1365,MIAT,Prostate,1,0.096636534,0.903363466,,
824,1365,TUG1,Prostate,1,0.099483371,0.900516629,,
188,1365,HULC,Prostate,1,0.108207643,0.891792357,,
79,1365,CCAT1,Prostate,1,0.109884381,0.890115619,,
80,1365,CCAT2,Prostate,1,0.115435719,0.884564281,,
853,1365,ZFAS1,Prostate,1,0.139461398,0.860538602,,
240,1365,KCNQ1OT1,Prostate,1,0.143174648,0.856825352,,
64,1365,BOK-AS1,Prostate,1,0.144970357,0.855029643,,
442,1365,LINC00152,Prostate,1,0.146635771,0.853364229,,
504,1366,FAL1,"Leukemia, Myeloid, Acute",1,0.020902812,0.979097188,,
792,1366,SPRY4-IT1,"Leukemia, Myeloid, Acute",1,0.021211624,0.978788376,,
188,1366,HULC,"Leukemia, Myeloid, Acute",1,0.021581709,0.978418291,,
35,1366,AFAP1-AS1,"Leukemia, Myeloid, Acute",1,0.021711946,0.978288054,,
72,1366,CASC2,"Leukemia, Myeloid, Acute",1,0.022488236,0.977511764,,
353,1366,LUCAT1,"Leukemia, Myeloid, Acute",1,0.023951054,0.976048946,,
463,1366,AWPPH,"Leukemia, Myeloid, Acute",1,0.02410543,0.97589457,,
159,1366,GHET1,"Leukemia, Myeloid, Acute",1,0.027100742,0.972899258,,
59,1366,BANCR,"Leukemia, Myeloid, Acute",1,0.028477609,0.971522391,,
538,1366,HOXD-AS1,"Leukemia, Myeloid, Acute",1,0.029105842,0.970894158,,
135,1366,FEZF1-AS1,"Leukemia, Myeloid, Acute",1,0.029338539,0.970661461,,
311,1366,LINCRNA-p21,"Leukemia, Myeloid, Acute",1,0.03012228,0.96987772,,
250,1366,LINC-ROR,"Leukemia, Myeloid, Acute",1,0.030227602,0.969772398,,
324,1366,lncRNA-ATB,"Leukemia, Myeloid, Acute",1,0.031481028,0.968518972,,
411,1366,PCAT1,"Leukemia, Myeloid, Acute",1,0.031710684,0.968289316,,
355,1367,MALAT1,Medulloblastoma,1,0.052773476,0.947226524,,
360,1367,MEG3,Medulloblastoma,1,0.059674382,0.940325618,,
181,1367,HOXA-AS2,Medulloblastoma,1,0.07165277,0.92834723,,
152,1367,GAS5,Medulloblastoma,1,0.086134613,0.913865387,,
363,1367,MIAT,Medulloblastoma,1,0.087524712,0.912475288,,
623,1367,LINC-PINT,Medulloblastoma,1,0.089119554,0.910880446,,
432,1367,PVT1,Medulloblastoma,1,0.089480281,0.910519719,,
410,1367,PCA3,Medulloblastoma,1,0.101286411,0.898713589,,
190,1367,IGF2-AS,Medulloblastoma,1,0.11046648,0.88953352,,
180,1367,HOTTIP,Medulloblastoma,1,0.124875009,0.875124991,,
93,1367,CPS1-IT1,Medulloblastoma,1,0.130797505,0.869202495,,
162,1367,gtl2-as,Medulloblastoma,1,0.131383598,0.868616402,,
109,1367,DLX6-AS1,Medulloblastoma,1,0.142450631,0.857549369,,
250,1367,LINC-ROR,Medulloblastoma,1,0.148171902,0.851828098,,
312,1367,lincRNA-ROR,Medulloblastoma,1,0.148693681,0.851306319,,
408,1368,PANDAR,Multiple Myeloma,1,0.024275959,0.975724041,,
504,1368,FAL1,Multiple Myeloma,1,0.027157724,0.972842276,,
188,1368,HULC,Multiple Myeloma,1,0.033032894,0.966967106,,
363,1368,MIAT,Multiple Myeloma,1,0.034957945,0.965042055,,
538,1368,HOXD-AS1,Multiple Myeloma,1,0.035512805,0.964487195,,
458,1368,ANRIL,Multiple Myeloma,1,0.049620748,0.950379252,,
623,1368,LINC-PINT,Multiple Myeloma,1,0.054532528,0.945467472,,
80,1368,CCAT2,Multiple Myeloma,1,0.056279361,0.943720639,,
177,1368,HNF1A-AS1,Multiple Myeloma,1,0.056907475,0.943092525,,
63,1368,BLACAT1,Multiple Myeloma,1,0.057893991,0.942106009,,
106,1368,DLEU1,Multiple Myeloma,1,0.057974815,0.942025185,,
250,1368,LINC-ROR,Multiple Myeloma,1,0.060221136,0.939778864,,
394,1368,NKILA,Multiple Myeloma,1,0.061150074,0.938849926,,
181,1368,HOXA-AS2,Multiple Myeloma,1,0.062035799,0.937964201,,
166,1368,HAND2-AS1,Multiple Myeloma,1,0.063197315,0.936802685,,
87,1369,CDKN2B-AS1,Pituitary Neoplasms,1,0.076249182,0.923750818,,
391,1369,NEAT1,Pituitary Neoplasms,1,0.086944222,0.913055778,,
458,1369,ANRIL,Pituitary Neoplasms,1,0.109270394,0.890729606,,
280,1369,LINC00882,Pituitary Neoplasms,1,0.120555639,0.879444361,,
166,1369,HAND2-AS1,Pituitary Neoplasms,1,0.123601377,0.876398623,,
830,1369,UCA1,Pituitary Neoplasms,1,0.12409234,0.87590766,,
152,1369,GAS5,Pituitary Neoplasms,1,0.126812696,0.873187304,,
365,1369,MIR100HG,Pituitary Neoplasms,1,0.130394578,0.869605422,,
94,1369,CRNDE,Pituitary Neoplasms,1,0.137768388,0.862231612,,
438,1369,RN7SK,Pituitary Neoplasms,1,0.152489007,0.847510993,,
442,1369,LINC00152,Pituitary Neoplasms,1,0.155097961,0.844902039,,
79,1369,CCAT1,Pituitary Neoplasms,1,0.159205019,0.840794981,,
250,1369,LINC-ROR,Pituitary Neoplasms,1,0.161500514,0.838499486,,
58,1369,BALR-2,Pituitary Neoplasms,1,0.162397504,0.837602496,,
410,1369,PCA3,Pituitary Neoplasms,1,0.163063288,0.836936712,,
163,1370,H19,Cardiomegaly,1,0.041552544,0.958447456,,
355,1370,MALAT1,Cardiomegaly,1,0.054582715,0.945417285,,
87,1370,CDKN2B-AS1,Cardiomegaly,1,0.090873361,0.909126639,,
178,1370,HOTAIR,Cardiomegaly,1,0.092726588,0.907273412,,
360,1370,MEG3,Cardiomegaly,1,0.107801914,0.892198086,,
58,1370,BALR-2,Cardiomegaly,1,0.1103912,0.8896088,,
176,1370,HLA-AS1,Cardiomegaly,1,0.148971856,0.851028144,,
830,1370,UCA1,Cardiomegaly,1,0.154815018,0.845184982,,
158,1370,GFRA1,Cardiomegaly,1,0.162100792,0.837899208,,
421,1370,PICSAR,Cardiomegaly,1,0.163112819,0.836887181,,
391,1370,NEAT1,Cardiomegaly,1,0.187832057,0.812167943,,
340,1370,LRRC75A-AS1,Cardiomegaly,1,0.205835938,0.794164062,,
169,1370,HAR1B,Cardiomegaly,1,0.211170495,0.788829505,,
425,1370,PRINS,Cardiomegaly,1,0.2257182,0.7742818,,
363,1370,MIAT,Cardiomegaly,1,0.237011552,0.762988448,,
58,1371,BALR-2,Gastrointestinal Stromal Tumors,1,0.031036913,0.968963087,,
163,1371,H19,Gastrointestinal Stromal Tumors,1,0.046547353,0.953452647,,
355,1371,MALAT1,Gastrointestinal Stromal Tumors,1,0.070465326,0.929534674,,
360,1371,MEG3,Gastrointestinal Stromal Tumors,1,0.116953313,0.883046687,,
391,1371,NEAT1,Gastrointestinal Stromal Tumors,1,0.132749915,0.867250085,,
87,1371,CDKN2B-AS1,Gastrointestinal Stromal Tumors,1,0.138866127,0.861133873,,
421,1371,PICSAR,Gastrointestinal Stromal Tumors,1,0.155840337,0.844159663,,
438,1371,RN7SK,Gastrointestinal Stromal Tumors,1,0.167033017,0.832966983,,
152,1371,GAS5,Gastrointestinal Stromal Tumors,1,0.194529176,0.805470824,,
824,1371,TUG1,Gastrointestinal Stromal Tumors,1,0.197516441,0.802483559,,
190,1371,IGF2-AS,Gastrointestinal Stromal Tumors,1,0.201207101,0.798792899,,
432,1371,PVT1,Gastrointestinal Stromal Tumors,1,0.207039237,0.792960763,,
410,1371,PCA3,Gastrointestinal Stromal Tumors,1,0.208496451,0.791503549,,
363,1371,MIAT,Gastrointestinal Stromal Tumors,1,0.21606195,0.78393805,,
458,1371,ANRIL,Gastrointestinal Stromal Tumors,1,0.219068468,0.780931532,,
163,1372,H19,Hematologic Neoplasms,1,0.044450641,0.955549359,,
421,1372,PICSAR,Hematologic Neoplasms,1,0.057611287,0.942388713,,
355,1372,MALAT1,Hematologic Neoplasms,1,0.087199032,0.912800968,,
391,1372,NEAT1,Hematologic Neoplasms,1,0.114236772,0.885763228,,
178,1372,HOTAIR,Hematologic Neoplasms,1,0.159553468,0.840446532,,
87,1372,CDKN2B-AS1,Hematologic Neoplasms,1,0.185956001,0.814043999,,
158,1372,GFRA1,Hematologic Neoplasms,1,0.200478792,0.799521208,,
360,1372,MEG3,Hematologic Neoplasms,1,0.219361782,0.780638218,,
139,1372,FMR5,Hematologic Neoplasms,1,0.294024944,0.705975056,,
152,1372,GAS5,Hematologic Neoplasms,1,0.298314393,0.701685607,,
830,1372,UCA1,Hematologic Neoplasms,1,0.310057402,0.689942598,,
239,1372,KCNQ1DN,Hematologic Neoplasms,1,0.313403964,0.686596036,,
410,1372,PCA3,Hematologic Neoplasms,1,0.32222712,0.67777288,,
437,1372,RMST,Hematologic Neoplasms,1,0.334991217,0.665008783,,
105,1372,DISC2,Hematologic Neoplasms,1,0.342541397,0.657458603,,
355,1373,MALAT1,Coronary Artery Disease,1,0.044366062,0.955633938,,
432,1373,PVT1,Coronary Artery Disease,1,0.07649672,0.92350328,,
360,1373,MEG3,Coronary Artery Disease,1,0.077131689,0.922868311,,
178,1373,HOTAIR,Coronary Artery Disease,1,0.078018606,0.921981394,,
94,1373,CRNDE,Coronary Artery Disease,1,0.081101477,0.918898523,,
830,1373,UCA1,Coronary Artery Disease,1,0.098768771,0.901231229,,
458,1373,ANRIL,Coronary Artery Disease,1,0.114563823,0.885436177,,
391,1373,NEAT1,Coronary Artery Disease,1,0.121263802,0.878736198,,
363,1373,MIAT,Coronary Artery Disease,1,0.12434268,0.87565732,,
410,1373,PCA3,Coronary Artery Disease,1,0.169310868,0.830689132,,
396,1373,NONRATT021972,Coronary Artery Disease,1,0.18208313,0.81791687,,
162,1373,gtl2-as,Coronary Artery Disease,1,0.185473323,0.814526677,,
379,1373,MT-LIPCAR,Coronary Artery Disease,1,0.185534775,0.814465225,,
188,1373,HULC,Coronary Artery Disease,1,0.189232588,0.810767412,,
79,1373,CCAT1,Coronary Artery Disease,1,0.199617267,0.800382733,,
421,1374,PICSAR,"Aortic Aneurysm, Abdominal",1,0.10899806,0.89100194,,
316,1374,lnc-DC,"Aortic Aneurysm, Abdominal",1,0.110365331,0.889634669,,
360,1374,MEG3,"Aortic Aneurysm, Abdominal",1,0.111292481,0.888707519,,
355,1374,MALAT1,"Aortic Aneurysm, Abdominal",1,0.129335284,0.870664716,,
58,1374,BALR-2,"Aortic Aneurysm, Abdominal",1,0.153081119,0.846918881,,
391,1374,NEAT1,"Aortic Aneurysm, Abdominal",1,0.164286077,0.835713923,,
824,1374,TUG1,"Aortic Aneurysm, Abdominal",1,0.201983988,0.798016012,,
158,1374,GFRA1,"Aortic Aneurysm, Abdominal",1,0.214074254,0.785925746,,
432,1374,PVT1,"Aortic Aneurysm, Abdominal",1,0.227719069,0.772280931,,
410,1374,PCA3,"Aortic Aneurysm, Abdominal",1,0.241819859,0.758180141,,
100,1374,DBET,"Aortic Aneurysm, Abdominal",1,0.249212801,0.750787199,,
458,1374,ANRIL,"Aortic Aneurysm, Abdominal",1,0.256954372,0.743045628,,
399,1374,NPAP1,"Aortic Aneurysm, Abdominal",1,0.262402534,0.737597466,,
396,1374,NONRATT021972,"Aortic Aneurysm, Abdominal",1,0.27131629,0.72868371,,
239,1374,KCNQ1DN,"Aortic Aneurysm, Abdominal",1,0.282046795,0.717953205,,
421,1375,PICSAR,Aortic Aneurysm,1,0.060077429,0.939922571,,
163,1375,H19,Aortic Aneurysm,1,0.08686769,0.91313231,,
139,1375,FMR5,Aortic Aneurysm,1,0.103481412,0.896518588,,
360,1375,MEG3,Aortic Aneurysm,1,0.137286901,0.862713099,,
355,1375,MALAT1,Aortic Aneurysm,1,0.165976226,0.834023774,,
425,1375,PRINS,Aortic Aneurysm,1,0.206410468,0.793589532,,
54,1375,ATP6V1G2-DDX39B,Aortic Aneurysm,1,0.212278605,0.787721395,,
552,1375,LINC00037,Aortic Aneurysm,1,0.216729999,0.783270001,,
545,1375,KIAA0125,Aortic Aneurysm,1,0.228807747,0.771192253,,
363,1375,MIAT,Aortic Aneurysm,1,0.235476613,0.764523387,,
178,1375,HOTAIR,Aortic Aneurysm,1,0.235885143,0.764114857,,
104,1375,DISC1,Aortic Aneurysm,1,0.241826713,0.758173287,,
136,1375,FGF10-AS1,Aortic Aneurysm,1,0.243130445,0.756869555,,
86,1375,CDKN2B,Aortic Aneurysm,1,0.244434416,0.755565584,,
99,1375,DAOA-AS1,Aortic Aneurysm,1,0.246975958,0.753024042,,
178,1376,HOTAIR,Atherosclerosis,1,0.082773983,0.917226017,,
360,1376,MEG3,Atherosclerosis,1,0.108625174,0.891374826,,
830,1376,UCA1,Atherosclerosis,1,0.244364977,0.755635023,,
363,1376,MIAT,Atherosclerosis,1,0.27304554,0.72695446,,
458,1376,ANRIL,Atherosclerosis,1,0.297061384,0.702938616,,
421,1376,PICSAR,Atherosclerosis,1,0.307374835,0.692625165,,
35,1376,AFAP1-AS1,Atherosclerosis,1,0.310349464,0.689650536,,
396,1376,NONRATT021972,Atherosclerosis,1,0.329041064,0.670958936,,
190,1376,IGF2-AS,Atherosclerosis,1,0.338901281,0.661098719,,
425,1376,PRINS,Atherosclerosis,1,0.365120113,0.634879887,,
180,1376,HOTTIP,Atherosclerosis,1,0.380060613,0.619939387,,
250,1376,LINC-ROR,Atherosclerosis,1,0.38662076,0.61337924,,
109,1376,DLX6-AS1,Atherosclerosis,1,0.417601824,0.582398176,,
94,1376,CRNDE,Atherosclerosis,1,0.419568837,0.580431163,,
162,1376,gtl2-as,Atherosclerosis,1,0.429003179,0.570996821,,
163,1377,H19,Cardiovascular Diseases,1,0.054430962,0.945569038,,
355,1377,MALAT1,Cardiovascular Diseases,1,0.079188168,0.920811832,,
432,1377,PVT1,Cardiovascular Diseases,1,0.090090275,0.909909725,,
360,1377,MEG3,Cardiovascular Diseases,1,0.098185778,0.901814222,,
178,1377,HOTAIR,Cardiovascular Diseases,1,0.127615094,0.872384906,,
152,1377,GAS5,Cardiovascular Diseases,1,0.142731249,0.857268751,,
421,1377,PICSAR,Cardiovascular Diseases,1,0.159273982,0.840726018,,
363,1377,MIAT,Cardiovascular Diseases,1,0.169677556,0.830322444,,
391,1377,NEAT1,Cardiovascular Diseases,1,0.230100036,0.769899964,,
94,1377,CRNDE,Cardiovascular Diseases,1,0.244210839,0.755789161,,
190,1377,IGF2-AS,Cardiovascular Diseases,1,0.257076621,0.742923379,,
376,1377,MIR99AHG,Cardiovascular Diseases,1,0.258100152,0.741899848,,
310,1377,LINC02424,Cardiovascular Diseases,1,0.303412914,0.696587086,,
104,1377,DISC1,Cardiovascular Diseases,1,0.316617072,0.683382928,,
396,1377,NONRATT021972,Cardiovascular Diseases,1,0.32721597,0.67278403,,
178,1378,HOTAIR,Carotid Stenosis,1,0.429448009,0.570551991,,
432,1378,PVT1,Carotid Stenosis,1,0.458721757,0.541278243,,
355,1378,MALAT1,Carotid Stenosis,1,0.466652036,0.533347964,,
188,1378,HULC,Carotid Stenosis,1,0.477915049,0.522084951,,
360,1378,MEG3,Carotid Stenosis,1,0.49367249,0.50632751,,
163,1378,H19,Carotid Stenosis,1,0.497778177,0.502221823,,
62,1378,BDNF-AS,Carotid Stenosis,0,0.513001442,0.486998528,,
458,1378,ANRIL,Carotid Stenosis,0,0.544751167,0.455248833,,
105,1378,DISC2,Carotid Stenosis,0,0.552475333,0.447524667,,
189,1378,IFNG-AS1,Carotid Stenosis,0,0.566764951,0.433235079,,
190,1378,IGF2-AS,Carotid Stenosis,0,0.604221821,0.395778149,,
830,1378,UCA1,Carotid Stenosis,0,0.611304522,0.388695478,,
421,1378,PICSAR,Carotid Stenosis,0,0.614208341,0.385791689,,
152,1378,GAS5,Carotid Stenosis,0,0.653828979,0.346171051,,
266,1378,LINC00473,Carotid Stenosis,0,0.663192868,0.336807102,,
163,1379,H19,Diabetes Mellitus,1,0.04406476,0.95593524,,
58,1379,BALR-2,Diabetes Mellitus,1,0.071265578,0.928734422,,
178,1379,HOTAIR,Diabetes Mellitus,1,0.07935065,0.92064935,,
432,1379,PVT1,Diabetes Mellitus,1,0.092806876,0.907193124,,
830,1379,UCA1,Diabetes Mellitus,1,0.116139591,0.883860409,,
363,1379,MIAT,Diabetes Mellitus,1,0.136596501,0.863403499,,
152,1379,GAS5,Diabetes Mellitus,1,0.19269073,0.80730927,,
410,1379,PCA3,Diabetes Mellitus,1,0.195177197,0.804822803,,
438,1379,RN7SK,Diabetes Mellitus,1,0.204624951,0.795375049,,
458,1379,ANRIL,Diabetes Mellitus,1,0.233750939,0.766249061,,
188,1379,HULC,Diabetes Mellitus,1,0.254480422,0.745519578,,
379,1379,MT-LIPCAR,Diabetes Mellitus,1,0.258966684,0.741033316,,
162,1379,gtl2-as,Diabetes Mellitus,1,0.274369121,0.725630879,,
187,1379,HTT-AS,Diabetes Mellitus,1,0.330683827,0.669316173,,
425,1379,PRINS,Diabetes Mellitus,1,0.353710592,0.646289408,,
355,1380,MALAT1,Endometriosis,1,0.053952813,0.946047187,,
421,1380,PICSAR,Endometriosis,1,0.06444639,0.93555361,,
432,1380,PVT1,Endometriosis,1,0.080657065,0.919342935,,
360,1380,MEG3,Endometriosis,1,0.10823667,0.89176333,,
178,1380,HOTAIR,Endometriosis,1,0.126550317,0.873449683,,
152,1380,GAS5,Endometriosis,1,0.134796083,0.865203917,,
363,1380,MIAT,Endometriosis,1,0.154339015,0.845660985,,
158,1380,GFRA1,Endometriosis,1,0.178358316,0.821641684,,
391,1380,NEAT1,Endometriosis,1,0.188630641,0.811369359,,
94,1380,CRNDE,Endometriosis,1,0.201279998,0.798720002,,
54,1380,ATP6V1G2-DDX39B,Endometriosis,1,0.210183799,0.789816201,,
139,1380,FMR5,Endometriosis,1,0.230029821,0.769970179,,
162,1380,gtl2-as,Endometriosis,1,0.273975134,0.726024866,,
176,1380,HLA-AS1,Endometriosis,1,0.309919178,0.690080822,,
396,1380,NONRATT021972,Endometriosis,1,0.312950671,0.687049329,,
178,1381,HOTAIR,Frailty,1,0.23939836,0.76060164,,
421,1381,PICSAR,Frailty,1,0.258992374,0.741007626,,
105,1381,DISC2,Frailty,1,0.288004279,0.711995721,,
355,1381,MALAT1,Frailty,1,0.384628892,0.615371108,,
169,1381,HAR1B,Frailty,1,0.410789549,0.589210451,,
432,1381,PVT1,Frailty,1,0.420658231,0.579341769,,
163,1381,H19,Frailty,1,0.421012461,0.578987539,,
439,1381,RN7SL1,Frailty,1,0.441657662,0.558342338,,
360,1381,MEG3,Frailty,0,0.50101459,0.49898538,,
139,1381,FMR5,Frailty,0,0.520522594,0.479477406,,
62,1381,BDNF-AS,Frailty,0,0.545122027,0.454877943,,
188,1381,HULC,Frailty,0,0.551758528,0.448241472,,
425,1381,PRINS,Frailty,0,0.552530885,0.447469115,,
340,1381,LRRC75A-AS1,Frailty,0,0.564518571,0.435481459,,
830,1381,UCA1,Frailty,0,0.591519177,0.408480823,,
163,1382,H19,Glaucoma,1,0.155759454,0.844240546,,
360,1382,MEG3,Glaucoma,1,0.170544565,0.829455435,,
355,1382,MALAT1,Glaucoma,1,0.171194792,0.828805208,,
391,1382,NEAT1,Glaucoma,1,0.194236577,0.805763423,,
105,1382,DISC2,Glaucoma,1,0.247166216,0.752833784,,
277,1382,LINC00850,Glaucoma,1,0.269643962,0.730356038,,
545,1382,KIAA0125,Glaucoma,1,0.319081843,0.680918157,,
421,1382,PICSAR,Glaucoma,1,0.326989114,0.673010886,,
378,1382,MSR1,Glaucoma,1,0.331119716,0.668880284,,
86,1382,CDKN2B,Glaucoma,1,0.358972073,0.641027927,,
176,1382,HLA-AS1,Glaucoma,1,0.359338582,0.640661418,,
139,1382,FMR5,Glaucoma,1,0.365204513,0.634795487,,
824,1382,TUG1,Glaucoma,1,0.38625437,0.61374563,,
178,1382,HOTAIR,Glaucoma,1,0.390054286,0.609945714,,
432,1382,PVT1,Glaucoma,1,0.396439612,0.603560388,,
163,1383,H19,Hypertension,1,0.044450641,0.955549359,,
355,1383,MALAT1,Hypertension,1,0.07215023,0.92784977,,
360,1383,MEG3,Hypertension,1,0.080244303,0.919755697,,
432,1383,PVT1,Hypertension,1,0.08244884,0.91755116,,
376,1383,MIR99AHG,Hypertension,1,0.153229773,0.846770227,,
391,1383,NEAT1,Hypertension,1,0.162649691,0.837350309,,
178,1383,HOTAIR,Hypertension,1,0.16913569,0.83086431,,
421,1383,PICSAR,Hypertension,1,0.181707561,0.818292439,,
58,1383,BALR-2,Hypertension,1,0.186525285,0.813474715,,
139,1383,FMR5,Hypertension,1,0.23906213,0.76093787,,
363,1383,MIAT,Hypertension,1,0.240439713,0.759560287,,
138,1383,FMR1-AS1,Hypertension,1,0.252147198,0.747852802,,
310,1383,LINC02424,Hypertension,1,0.270202041,0.729797959,,
176,1383,HLA-AS1,Hypertension,1,0.303960621,0.696039379,,
830,1383,UCA1,Hypertension,1,0.309805393,0.690194607,,
421,1384,PICSAR,Intracranial Aneurysm,1,0.182306111,0.817693889,,
360,1384,MEG3,Intracranial Aneurysm,1,0.192470551,0.807529449,,
163,1384,H19,Intracranial Aneurysm,1,0.198772848,0.801227152,,
139,1384,FMR5,Intracranial Aneurysm,1,0.228946567,0.771053433,,
355,1384,MALAT1,Intracranial Aneurysm,1,0.230368912,0.769631088,,
105,1384,DISC2,Intracranial Aneurysm,1,0.277115345,0.722884655,,
432,1384,PVT1,Intracranial Aneurysm,1,0.297450423,0.702549577,,
391,1384,NEAT1,Intracranial Aneurysm,1,0.297973156,0.702026844,,
176,1384,HLA-AS1,Intracranial Aneurysm,1,0.343354225,0.656645775,,
340,1384,LRRC75A-AS1,Intracranial Aneurysm,1,0.428710699,0.571289301,,
190,1384,IGF2-AS,Intracranial Aneurysm,1,0.45192349,0.54807651,,
54,1384,ATP6V1G2-DDX39B,Intracranial Aneurysm,1,0.477881432,0.522118568,,
104,1384,DISC1,Intracranial Aneurysm,1,0.499964118,0.500035882,,
188,1384,HULC,Intracranial Aneurysm,0,0.506332755,0.493667245,,
178,1384,HOTAIR,Intracranial Aneurysm,0,0.518992782,0.481007218,,
355,1385,MALAT1,Leukemia,1,0.038427651,0.961572349,,
163,1385,H19,Leukemia,1,0.045620859,0.954379141,,
410,1385,PCA3,Leukemia,1,0.0467152,0.9532848,,
360,1385,MEG3,Leukemia,1,0.07375592,0.92624408,,
190,1385,IGF2-AS,Leukemia,1,0.084031403,0.915968597,,
